vendor_name,amount,report_month,report_year,schedule,source_pdf
Leshau Pondo Health Centre,183240.05,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Leshau Pondo Health Centre,10000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Leshau Pondo Health Centre,40000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Leshau Pondo Health Centre,192231.33,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Leshau Pondo Health Centre,10000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Leshau Pondo Health Centre,90000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Leshau Pondo Health Centre,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Leshuta Dispensary_,80000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Lessos Community Dispensary,20000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lessos Community Dispensary,34480.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Lessos Community Dispensary,4480.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lessos Community Dispensary,52240.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lessos Community Dispensary,180253.96,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lessos Community Dispensary,204646.05,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lessos Community Dispensary,10000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lessos Health Centre,110000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Lessos Health Centre,680000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Lessos Health Centre,10000.0,July,2025,2,SHA_PAYMENTS_JULY_2025_2.pdf
Lessos Healthcare Clinic,24924.06,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lessos Healthcare Clinic,17550.53,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lessos Medical Clinic,111186.6,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lessos Medical Clinic,13440.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Lessos Medical Clinic,143277.1,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Letea Dispensary,7214.27,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Letea Dispensary,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Letea Dispensary,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Letea Dispensary,21200.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Letea Dispensary,30000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Letea Dispensary,44598.82,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Letea Health Centre,150000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Letea Health Centre,18960.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Lianas Clinic Health Centre,30000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lianas Clinic Health Centre,297942.99,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lianas Clinic Health Centre,86720.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Lianas Clinic Health Centre,24480.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lianas Clinic Health Centre,152711.96,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lianas Clinic Health Centre,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lianas Clinic Health Centre,160.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lianas Medical Centre,150000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Lianas Medical Centre,30000.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Liancis Medical Centre,20871.16,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Liani/Kiatineni Dispensary,20000.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
Libehia Healthcare Service Limited,445760.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Libehia Healthcare Service Limited,3840.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Libehia Healthcare Service Limited,8320.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Libehia Healthcare Service Limited,3760.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Libehia Healthcare Services Ltd,235200.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Libehia Healthcare Services Ltd,351680.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Libehiya Health Center,400000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Libehiya Health Center,120800.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Libehiya Health Center,11200.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Libehiya Health Center,6000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Libehiya Health Center,78000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Libehiya Health Centre,230400.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Liberty Cancer And Wellness Centre,1055162.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Liberty Cancer And Wellness Centre,136569.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Liberty Cancer And Wellness Centre,4784782.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Liberty Cancer And Wellness Centre,2563609.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Liberty Cancer And Wellness Centre,2619726.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Liberty Cancer And Wellness Centre,413988.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Liberty Cancer And Wellness Centre,10959430.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Liberty Cancer And Wellness Centre,559776.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Liberty Maternity And Nursing Home,86720.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Liberty Maternity And Nursing Home,140000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Liberty Maternity And Nursing Home,21520.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Liberty Maternity And Nursing Home,32240.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Liberty Maternity And Nursing Home,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Liberty Maternity And Nursing Home,100000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Libin Nursing Home,57600.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Libin Nursing Home,107152.69,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Libin Nursing Home,85280.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Libin Nursing Home,174560.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Libin Nursing Home,87985.66,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Libin Nursing Home,44800.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Libin Nursing Home,291200.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Libin Nursing Home,176960.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Libken Medical Centre Limited,145600.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Libken Medical Centre Limited,400000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lidha Dispensary,10000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Lidha Dispensary,8773.37,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lidha Dispensary,120000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Lidha Dispensary,10000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lidha Dispensary,879.52,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lidha Dispensary,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lidha Dispensary,40000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Lieta Health Centre,44800.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Lieta Health Centre (Rarieda,10000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Lieta Health Centre (Rarieda,54263.62,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lieta Health Centre (Rarieda,8073.76,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Life Point Hospital,644880.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Life Point Hospital,1350640.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Life Point Hospital,520000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Life Point Hospital,89600.0,July,2025,3,SHA_PAYMENTS_JULY_2025_3.pdf
Life Point Hospital,29680.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Life Point Hospital,280000.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Life Point Hospital,3440.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Life Point Hospital,380800.0,July,2025,4,SHA_PAYMENTS_JULY_2025_4.pdf
Life Point Hospital,6800.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Life Poise Hospital,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Life Poise Hospital,50000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Life Poise Hospital,90000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Life Poise Hospital,82499.55,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Life Poise Hospital,25790.16,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Life Poise Hospital,60000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Life Poise Hospital,330000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Life Poise Hospital Ltd,240000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Lifebridge Cottage Hospital Limited,2247840.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Lifebridge Cottage Hospital Limited,1945440.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Lifecare Hospital Limited-Kikuyu,5778920.0,July,2025,4,SHA_PAYMENTS_JULY_2025_4.pdf
Lifecare Hospital Limited-Kikuyu,273800.0,July,2025,3,SHA_PAYMENTS_JULY_2025_3.pdf
Lifecare Hospital Limited-Kikuyu,13660733.25,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Lifecare Hospital Limited-Kikuyu,525000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital Limited-Kikuyu,487940.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital Limited-Kikuyu,13224570.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Lifecare Hospital Limited-Kikuyu,538600.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Lifecare Hospital Limited-Kikuyu,49393.51,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital Limited-Kikuyu,492310.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital Limited-Kikuyu,1001100.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Lifecare Hospital Limited-Kikuyu,459692.62,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital Limited-Kikuyu,1421630.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital Limited-Kikuyu,3978750.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Lifecare Hospital Limited-Kikuyu,12363709.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Lifecare Hospital Limited-Kikuyu,126820.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital Limited-Meru,1224950.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Lifecare Hospital Limited-Meru,1052800.0,July,2025,3,SHA_PAYMENTS_JULY_2025_3.pdf
Lifecare Hospital Limited-Meru,13685249.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Lifecare Hospital Limited-Meru,3481080.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Lifecare Hospital Limited-Meru,14996358.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Lifecare Hospital Limited-Meru,138450.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Lifecare Hospital Limited-Meru,937200.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Lifecare Hospital Limited-Meru,937440.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
Lifecare Hospital Limited-Meru,5101600.0,July,2025,4,SHA_PAYMENTS_JULY_2025_4.pdf
Lifecare Hospital Migori,351450.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Lifecare Hospital Migori,468260.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital Migori,10555540.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Lifecare Hospital Migori,4041700.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Lifecare Hospital Migori,946447.21,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital Migori,462770.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital Migori,160330.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital Migori,1136120.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital Migori,2438850.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Lifecare Hospital Migori,82615.73,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital-Eldoret Limited,6068119.15,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital-Eldoret Limited,6159723.19,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Lifecare Hospital-Eldoret Limited,582324.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital-Eldoret Limited,18790300.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Lifecare Hospital-Eldoret Limited,21300.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital-Eldoret Limited,477249.76,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital-Eldoret Limited,796240.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
Lifecare Hospital-Eldoret Limited,272011.85,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital-Eldoret Limited,16429680.0,July,2025,3,SHA_PAYMENTS_JULY_2025_3.pdf
Lifecare Hospital-Eldoret Limited,53224968.93,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Lifecare Hospital-Eldoret Limited,4078950.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Lifecare Hospital-Eldoret Limited,958500.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Lifecare Hospital-Eldoret Limited,990660.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital-Eldoret Limited,522610.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospital-Eldoret Limited,27327650.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Lifecare Hospital-Eldoret Limited,7632200.0,July,2025,4,SHA_PAYMENTS_JULY_2025_4.pdf
Lifecare Hospitals Bungoma Ltd,10995320.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Lifecare Hospitals Bungoma Ltd,2026220.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospitals Bungoma Ltd,1704340.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospitals Bungoma Ltd,14350460.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Lifecare Hospitals Bungoma Ltd,1983000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospitals Bungoma Ltd,343037.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospitals Bungoma Ltd,170790.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospitals Meru,330540.66,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospitals Meru,1289470.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospitals Meru,277565.48,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospitals Meru,141780.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospitals Meru,193390.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospitals Meru,15360.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifecare Hospitals Meru,873840.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Lifeline Group Of Hospitals Limited- Annex,14269.24,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifenest Community Medical Centre,1531.17,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifenest Community Medical Centre,8418.93,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifenest Community Medical Centre,284480.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifenest Community Medical Centre,2134560.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Lifenest Community Medical Centre,80000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifenest Community Medical Centre,39840.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifenest Community Medical Centre,112000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lifenest Community Medical Centre,80640.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Ligega Health Centre,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Ligega Health Centre,19082.52,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Ligega Health Centre,20000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Ligega Health Centre,30000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Ligega Health Centre,19950.77,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Ligega Health Centre,4480.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Light House For Christ Eye Centre,336000.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Light House For Christ Eye Centre,896000.0,July,2025,4,SHA_PAYMENTS_JULY_2025_4.pdf
Lighthouse For Christ Eye Centre,12000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lihanda Health Centre,15680.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Lihanda Health Centre,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lihanda Health Centre,20000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Lihanda Health Centre,15311.27,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lihanda Health Centre,40000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Lihanda Health Centre,38115.64,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lihanda Health Centre,100000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Likia Dispensary,60158.33,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likia Dispensary,151513.12,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likii Dispensary,10000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Likindu Dispensary,407041.67,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likindu Dispensary,60000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likindu Dispensary,6880.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likindu Dispensary,777448.71,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likindu Dispensary,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likindu Dispensary,91200.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Likindu Health Centre,610000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Likindu Health Centre,58240.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Likindu Health Centre,69440.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Likindu Health Centre,72560.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Likoni Catholic Hospital,271040.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Likoni Catholic Hospital,9280.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likoni Catholic Hospital,40000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Likoni Catholic Hospital,31360.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Likoni Catholic Hospital,25680.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likoni Catholic Hospital,44800.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Likoni Catholic Hospital,6000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likoni Catholic Hospital,27920.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likoni Sub-County Hospital,47040.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Likoni Sub-County Hospital,621940.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Likoni Sub-County Hospital,68320.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Likoni Sub-County Hospital,23520.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Likoni Sub-County Hospital,300000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Likoni Subcounty Hospital,300000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Likoni Subcounty Hospital,63360.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likoni Subcounty Hospital,1100080.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likoni Subcounty Hospital,73520.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likoni Subcounty Hospital,36720.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likuyani Sub County Hospital,2990320.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Likuyani Sub County Hospital,775920.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Likuyani Sub County Hospital,408880.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Likuyani Sub County Hospital,30240.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Likuyani Sub-County Hospital,615756.42,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likuyani Sub-County Hospital,488800.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likuyani Sub-County Hospital,2637760.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likuyani Sub-County Hospital,86480.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likuyani Sub-County Hospital,197600.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Likuyani Sub-County Hospital,84080.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Likuyani Sub-County Hospital,622424.76,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lilly Medihealth Mediva Wellness Centre,67200.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Lilymed Clinical Services Kasarani,11249.23,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Lilymed Clinical Services Kasarani,665072.04,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Limuru Cottage Hospital,3430104.64,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Limuru Cottage Hospital Kentmere Anne X,56609.93,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Limuru Cottage Hospital Kentmere Annex,30000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Limuru Cottage Hospital Kentmere Annex,480000.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Limuru Cottage Hospital Kentmere Annex,30000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Limuru Cottage Hospital Kentmere Annex,16720.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Limuru Cottage Hospital Kentmere Annex,127219.26,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Limuru Cottage Hospital Maternity Anne X,5270359.6,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Limuru Cottage Hospital Maternity Annex,90000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Limuru Cottage Hospital Maternity Annex,232238.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Limuru Cottage Hospital Maternity Annex,310000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Limuru Cottage Hospital Maternity Annex,170000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Limuru Cottage Hospital Maternity Annex,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Limuru Cottage Hospital Maternity Annex,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Limuru Cottage Hospital Maternity Annex,2330000.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Limuru Cottage Hospital Maternity Annex,60000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Limuru Cottage Hospital Maternity Annex,150000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Limuru Health Centre,240000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Limuru Health Centre,40000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Limuru Health Centre,1521461.64,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Limuru Health Centre,1213778.27,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
